"Gene1","Gene2","Correlation"
"PCDHB4","SHKBP1",-0.260975173685793
"RAMP3","SCN5A",-0.260932372100328
"CCDC168","USP53",0.260913515276527
"ALK","PIK3C2G",0.260902859430721
"ALK","CRHR2",0.260902695366418
"CDH10","GABRG1",0.26089431432261
"GFRA2","PIEZO2",0.260861161743741
"CHRM3","KANK1",0.260848167031021
"GALR1","IL2RG",-0.260840715641817
"SNTG2","UBE2S",-0.260820444709332
"HLA-A","IYD",-0.260817033457748
"CMTM7","PSD2",-0.26081467275159
"LHCGR","LRCH2",0.260812238448539
"PTPRB","SLC2A1",-0.260791831891506
"CALCRL","NCS1",-0.260749101506399
"CCDC136","CX3CL1",-0.260749022537402
"CD9","EDA2R",-0.260735929179772
"CD248","GNG2",0.260725441265056
"ALK","SLC4A7",0.260674555436738
"GYPC","ZBED3",-0.260655494265456
"CORIN","ITSN1",0.26064588103619
"ABCC4","EHBP1",0.260610651065661
"CDH2","RGS19",-0.260583868371822
"GRIK1","PTPRM",0.260565256204298
"FLVCR1","KIT",0.260529678067652
"GUK1","MAS1L",-0.260492664246303
"KCNH8","TPRN",-0.260492482935965
"CDH17","FCGBP",0.260489976571662
"ADAM33","EDA2R",0.260480649261173
"CX3CL1","CX3CR1",0.260480449403364
"CMTM7","EPS8",-0.260473737091648
"CORIN","DUS1L",-0.260450022933124
"CRHR2","GABRA2",0.260445384724745
"CCR4","GNB2",-0.260443176331007
"MMP25","TRAT1",0.26043583398855
"MPL","SNTG2",0.260425752065173
"DCT","GFRA2",0.260412832012436
"DOK3","MAS1L",0.260402250681228
"CALCR","CSF1",0.260380537500716
"CHRNA1","PLPP2",-0.260367617330422
"ADGRL2","SLCO1A2",0.260364891276328
"LSMEM2","RAB25",-0.260352072478871
"CDH2","NRXN1",0.260317220757348
"PLCD3","PRIMA1",0.260292299301352
"SAMSN1","SLC2A1",-0.260283238055632
"CD9","LRP1",-0.260279017024962
"CD48","SLC19A1",-0.260277485017164
"ADD3","KISS1R",-0.260269727269271
"ILDR2","THBS2",0.26026012518367
"PRIMA1","PTCH2",0.260247371755861
"PARD3B","SAMSN1",0.260220598654271
"CRB3","GABRG1",-0.260219935988786
"CCR4","TBC1D30",-0.260217998808233
"CACNA1E","DSEL",0.260207901688995
"BLNK","CXCR2",0.260185587974679
"CRB3","CST6",0.260182463910069
"ARHGEF15","CSPG4",0.260175205313466
"PRKD1","ROBO4",0.260146295904661
"CCDC168","PLAUR",-0.260134073560663
"PIEZO2","ROBO4",0.260132638119897
"TNNI2","TRO",0.260068485718893
"PLAUR","PLCD3",0.260052820675716
"ADAM12","CX3CR1",0.260020174442127
"EFR3B","LGR6",0.260016717344363
"PLPP2","SLC4A7",-0.259997152607473
"EDNRB","SAMSN1",0.259996721144446
"MUC1","SLC20A1",-0.259992915828788
"CRHR2","HLA-A",-0.259987773600714
"GRIK1","IL2RG",-0.259977920649757
"SNTG2","THBS2",0.259963605024402
"AMOTL2","RECK",0.259954643141666
"ANO1","TEK",0.259947626994651
"DSEL","KCNH8",0.259933382798769
"RFTN2","SHKBP1",-0.259903161564244
"LOXHD1","PCDHA5",0.259901935257236
"B3GALT2","CHRNA1",0.259891330939964
"DSEL","ZDHHC2",0.259880138200868
"FFAR4","MS4A1",0.259871712387364
"CCDC154","IL6ST",-0.259868753449369
"CHRM3","PLEKHN1",-0.259859842370301
"CD48","CHRM3",-0.259835184535792
"FILIP1L","MCAM",0.259795107208878
"CD2","CXCR2",0.259748864978982
"CDH2","GABRA2",0.259725368292226
"ANPEP","DOK3",0.259711352304341
"DGKB","MET",0.259699612540985
"ANO1","ITGB3",0.259653039387156
"BAIAP2L1","PTPRB",-0.259629552305019
"EPHB2","FBLN7",0.259625559349153
"AQP3","COL17A1",0.259622833782519
"PTPRM","SERINC2",-0.259603693700568
"PLEKHN1","SLC14A1",-0.259602067453603
"KISS1R","UTRN",-0.259559249639815
"LINGO1","PLCD3",0.259557108896489
"ABCC3","NRXN1",-0.259550078586689
"ADAM22","DGKB",0.259545804470817
"CFL1","NCS1",0.259545062379174
"ANKRD35","GABRA2",-0.25954358284198
"CFL2","SLC4A7",0.259495223614153
"ARRDC4","CX3CR1",0.259479297926135
"KANK1","RGS19",-0.259472590298619
"CD9","GABRG1",-0.259469098873641
"COBLL1","EFNB1",-0.259444167956744
"PRKD1","SLC19A1",-0.259439432666666
"CCR4","EDNRB",0.259432009988125
"ARRDC4","NTRK2",0.259430807615504
"ARHGEF15","SLC35G2",0.259424951321311
"ABCA1","LGR6",-0.259424124584407
"EDNRB","PCDHB4",0.259415659630994
"CDH17","FER1L5",0.259406476659838
"ABCC3","PLAUR",0.259396588993481
"LRCH2","SLC20A1",0.259393071329719
"SEMA6D","TGFBR2",0.25933711633134
"FKBP2","MBP",-0.259331576463253
"ADRB2","FLVCR1",-0.259301899520698
"CD2","LSMEM2",-0.259297670341906
"DSEL","LHCGR",0.259256820930131
"GABRG1","GUK1",-0.259254628266163
"IYD","PANX2",-0.259223813720041
"CFL1","XYLT1",-0.259202559976876
"ADGRL2","PCDHB12",0.259186661567677
"SHKBP1","SLC26A6",0.25917905894495
"ABCA1","CX3CR1",0.259176953067481
"KANK3","MAP4K1",0.259171205132329
"LOXHD1","PKP3",-0.25916642322395
"SCN7A","SLC14A1",0.259160180473997
"F2RL3","ITGB3",0.259157814208341
"ADD3","GAS7",0.259157546589849
"CDH5","PCDHB4",0.259097766078823
"CDH13","IYD",0.259062288417246
"EDNRB","PLPP2",-0.259059016114119
"IL6ST","TMC5",0.259051671436155
"KLHDC7B","SVIL",-0.259051459887804
"SLC26A6","SUSD2",0.25904343388372
"RAB25","RAB3B",-0.259037672130498
"ALK","SEMA6D",0.259008786402116
"ICOS","PRRT3",-0.259006389885149
"MAP4K1","TGFBR2",0.259004770885779
"PLPP2","PLPPR5",-0.258999302155617
"CLDN3","RFTN2",-0.258994194217549
"PCDHB12","RAI2",0.258994177318838
"LRCH2","UBE2S",-0.258962873923562
"ABCC4","ILDR2",0.258934161632309
"GLP2R","PRKD1",0.258925641627736
"GAB2","RAMP3",-0.258922416737128
"ANO2","LSMEM2",0.258890532390932
"ARHGEF15","CYBRD1",0.258882094317068
"CYBRD1","PTPRM",0.258868772068994
"EFR3B","GPC4",0.25885864891159
"LINGO1","SLC22A18",0.258838234772621
"ALK","ILDR2",0.258827681827227
"GABRA2","ITGB3",0.258823091310043
"NCS1","TXNIP",-0.258795390500168
"PRRT3","TNFRSF9",-0.258783280578488
"CDH13","EHD2",0.25875650147834
"CACNA1E","ILDR2",0.258755495711033
"ADAM12","CSPG4",0.258727245180275
"GNG2","NTNG1",0.258715183247306
"CD48","RAB3B",-0.258709278628825
"ILDR2","SNTG2",0.258708876736875
"BMX","NT5E",0.258701801147112
"CDH5","TRAT1",0.258694159959597
"ADGRD1","KANK3",0.258693312376532
"GUK1","SLC26A6",0.258682669625786
"CFL1","CORIN",-0.258677887518761
"ERMN","SLC24A2",0.258674214081359
"MBP","SLC1A6",-0.258634230718781
"ABCC4","CALCR",0.258630760480852
"GRPR","RFTN2",0.258609740140907
"ABCG2","ADGRL2",0.258594344435719
"CFL2","GAS7",0.258591776768334
"EPHB2","RAB25",-0.258582851415797
"MUC1","PRKD1",-0.258578153585059
"LRP1","PCDHB4",0.258559456278491
"ITSN1","KLHDC7B",-0.258546706468856
"CFL2","USP53",0.258536181424902
"USP53","VANGL1",0.258533266362466
"FILIP1L","PPP1R16B",0.258513180700745
"CDH8","CSPG4",0.258511156814484
"EFR3B","SEMA6D",0.25850164819377
"ADAM12","TMC5",0.258499933465591
"SAMSN1","SERINC2",-0.258477681830109
"CORIN","IL6ST",0.258474587346334
"CCDC154","PARD3B",-0.258473156121182
"BMX","RECK",0.258463409464495
"ADRB2","RFTN2",0.258380506881292
"LHCGR","TPRN",-0.258372831895665
"CCR4","MRGPRF",0.258363271482626
"CCDC168","PLEKHN1",-0.258362980182661
"CRB3","PLXNA4",-0.258325107665947
"ABCC3","SLC22A18",0.258321581402121
"DUS1L","EFNB1",0.258316124688481
"PARD3B","TNFRSF9",0.258314079973625
"CRYBG3","PTCH2",-0.258310548460132
"CLDN19","LHCGR",0.258304704025481
"B3GALT2","TEK",0.258304049553398
"CLDN3","PTPRB",-0.258287370307087
"CLCA4","LPAR6",0.258271682117804
"CYBRD1","EDA2R",0.25823339338937
"FLVCR1","SCEL",-0.258222351119721
"ABCA1","PRRT3",-0.258194755911213
"APBB1","CD99L2",0.25815159019195
"ATP8A2","RAB3B",0.258144653958193
"CRHR2","SNTG2",0.258122311848252
"CCR2","SLC16A7",0.258100200407607
"BAIAP2L1","SLC4A4",-0.258097155671909
"CALCR","NECTIN4",-0.258079749885911
"CD248","PLCD3",0.258078834058349
"CD248","USP53",-0.258036899596527
"FBLN2","RECK",0.258027365482315
"ADGRD1","SAMSN1",0.258022747119148
"EPHB2","PCDHB12",0.258019037981588
"RGS9BP","SCEL",0.257995966495108
"CX3CL1","LOXHD1",-0.257978466964493
"CA9","PKP3",0.257954419295761
"ANO1","PTCH2",0.257952479512211
"EPS8","THBS2",0.257932000788972
"LRP1","SRPRB",-0.257923929036842
"PPP1R16B","UTRN",0.257889831368786
"ARHGEF15","CLDN19",0.257885877901125
"GFRA2","GNG2",0.257881990366098
"GUK1","SEMA6D",-0.257879426751461
"FCGBP","PLAUR",0.257879151137294
"ADAM33","GABRA2",0.257850442006441
"GRPR","PCDHB12",0.257847687060752
"ARHGEF15","PIEZO2",0.257834682579519
"ILDR2","PCDHB12",0.257833528094395
"NRXN1","PIK3C2G",0.257828840066281
"ABCC4","TRAT1",0.25781881876952
"TNFRSF9","TREML4",0.257775068087943
"BLNK","RAI2",0.25774023061544
"GAS7","GUK1",-0.257737807798055
"CLCA4","SLCO1A2",0.257729185621756
"NCS1","PTK7",0.257711879037326
"ANO1","PCDHB4",0.257689270802334
"SLC4A8","THBS2",0.257677749063745
"CLDN3","PCDHA5",-0.257675309516219
"EPB41L2","TRAT1",0.257663976189542
"CCR2","CRYBG3",0.257639987768086
"PLCD3","ROBO3",0.257639489950404
"BAIAP2L1","RHOJ",-0.25762494629532
"CDH4","PSD2",0.257557772916287
"CSF1","GAB2",-0.257535765641971
"EPHB2","LPAR6",0.257524578583988
"PDE3A","RAB25",-0.257507874085299
"GUK1","HCAR3",-0.257495278555977
"EFNB1","GPR160",-0.257494290836006
"EPHB2","ITSN1",0.257485991125303
"FZD4","PLEKHN1",-0.257482267536245
"ABCC4","SIGLEC7",0.257449453564124
"SAMSN1","UBE2S",-0.257436125739091
"ERMN","FZD4",0.257430146835253
"BAIAP2L1","TRO",-0.25742477954645
"CRB3","USP53",-0.257424704472779
"CX3CL1","FCGBP",0.257411984747688
"CLDN18","IL6ST",0.257410789588687
"GABRA2","USP53",0.257395242648073
"ALK","CD2",-0.257352406907131
"ADAM22","CA9",-0.257348205442522
"EPB41L2","PTPRM",0.257347029216536
"EDA2R","TXNIP",0.257335611873548
"ITGA7","TNFSF13B",-0.257326623094453
"PLXNA4","SLC4A4",0.257317582897474
"MRGPRF","MS4A1",0.257283887653541
"EDA2R","GAS7",0.257280882516431
"CDH13","PPP1R16B",0.257267845366543
"HAS1","LRP1",0.257253411443582
"ILDR2","LHCGR",0.257252979788096
"LPAR6","OCA2",-0.257250407245578
"CCDC168","CD9",-0.257245940731904
"CLDN18","RAB25",-0.257238649793227
"CACNA1E","DUS1L",-0.257209064743094
"CDH8","EPS8",0.257198968566878
"MET","SCN7A",0.257193864834985
"GUK1","PRKD1",-0.257190497911696
"DUS1L","RAB25",0.257149431166475
"PLPPR5","RGS19",-0.257136841812847
"DOK3","EHD2",0.257136256192183
"ADGRL2","EPHB2",0.257077174482642
"CALCR","SLC2A1",-0.257065398478406
"PLPP2","SCN7A",-0.257057858937125
"CALCRL","CLDN3",-0.257051954924101
"CACNA1E","CDH2",0.257047290783173
"COBLL1","FBLN7",-0.257045120392032
"ADAM22","HLA-A",-0.257041248667522
"LHCGR","TMC5",0.257038563995822
"PRIMA1","SNTG2",0.257027693126315
"GABRG1","ITGB3",0.257010350393784
"MUC1","UTRN",-0.257006428076015
"CRHR2","GABRG1",0.256997154334378
"PLPP2","TPRN",0.256991174435356
"CALCRL","PANX2",-0.256988925769349
"CRB3","SLC22A18",0.256969754527274
"GPRIN1","UTRN",-0.256964024417177
"GUK1","KCNH8",-0.256939563585614
"PCDHB12","TMC5",0.256935510567049
"OXGR1","TNFRSF9",-0.256886184578346
"ANO2","GABRA2",0.256873649579379
"CHRNA1","DOK3",0.25686430308805
"CALCRL","PLEKHN1",-0.256857284119414
"GNG2","PTK7",-0.256819019149548
"AQP3","CEACAM7",0.256818367132608
"ANO1","UTRN",0.256809718929575
"BAIAP2L1","DNAJC18",-0.256795891448388
"GAB2","MPL",0.256784690833568
"KIT","PTCH2",0.256781301421277
"NRXN1","SEMA6D",0.256771005435101
"NT5E","SNTG2",0.256769407298247
"PPP1R16B","TPRN",-0.256741766022577
"AQP5","PLEKHG4",0.256729835086487
"KIT","SLC4A4",0.256714142711659
"MAGI1","NECTIN4",0.256690297921279
"LINGO1","UBE2S",0.25667085618034
"CD48","MRGPRF",0.256668972681936
"ADAM12","ADGRL2",0.256668803641214
"DUS1L","PPP1R16B",-0.256667069857516
"EPS8","PLXNA4",0.256662667776166
"SLC13A3","SVIL",0.256660680528349
"DSEL","GNG2",0.256655751322869
"EPS8","LHCGR",0.256655315066295
"CHRNA2","MAS1L",0.25665263147594
"SDC2","TMEM40",-0.256648646583824
"KCNH8","SCN5A",0.256618913362814
"FILIP1L","PCDHB4",0.256608774964651
"DGKB","LRCH2",0.256605193174072
"COBLL1","EDNRB",0.256599938800941
"PIK3C2G","SLCO1A2",0.256598835235093
"GNB2","TMEM40",0.256577438624664
"IYD","OCA2",-0.256571369667398
"CHRNA1","TNFRSF9",0.256556776338937
"CACNA1E","NECTIN4",-0.256515378824012
"CACNA1I","ELN",0.256470210148423
"OXGR1","SAMSN1",-0.256436003160097
"CLDN18","GAS7",0.256424869488446
"LHCGR","MET",0.256406393320349
"CD99L2","SHKBP1",0.256403007803395
"ADGRL2","SCN7A",0.256382336099692
"CCDC69","SAMD4A",0.256362837371514
"FZD4","SLC4A7",0.25634228088464
"MMP25","SDC2",-0.256313971894752
"NTRK2","SLC4A7",0.256309574241655
"DOK3","FLVCR1",-0.256274707513617
"DUS1L","MBP",-0.256263656719539
"PCDHA5","RFTN2",0.256261525452172
"OXGR1","SDC2",-0.256248314943261
"ALK","NT5E",0.256240367753206
"CLDN9","SAMSN1",-0.256228321811158
"CHRNA2","DUS1L",-0.256211490242686
"CALCR","PLPPR5",0.256193886812202
"AQP4","DGKB",0.256192395522534
"KIT","MAGI1",0.256192386278561
"B3GALT2","SLC22A18",-0.256191916509887
"SLC14A1","TEK",0.256181339710009
"FLVCR1","GNB2",-0.256171233815403
"APOBR","UTRN",-0.256168097052066
"CHRM3","RGS19",-0.256132828766242
"CCDC168","GYPC",-0.25612843796987
"KLHDC7B","MCEMP1",0.256127863112426
"SCN5A","SEMA6D",0.256103575620703
"PPP1R16B","SLC22A18",-0.256100539970468
"GAS7","SERINC2",-0.256098162345454
"IYD","UBE2S",-0.256085955836832
"CFL2","JAM2",0.256065970827113
"AQP5","CRB3",0.256061694911084
"CACNA1E","TNFRSF9",0.256055497169649
"ICAM2","MMP25",0.256053957266037
"MET","USP53",0.256038772883518
"FFAR4","KCNK9",-0.255992819299166
"ANKRD35","GNB2",0.255964136642478
"CALCR","SERINC2",-0.255962933119759
"MUC1","SLC26A6",0.255956798546303
"ABCC3","PTPRB",0.255948289823823
"PCDHB12","SNTG2",0.255943943312018
"FILIP1L","PDE3A",0.25589082416075
"GABRG1","UBE2S",-0.255885667675251
"MAGI1","XYLT1",0.255843870404493
"COBLL1","KANK1",0.255834115907459
"PRIMA1","SCN5A",0.25579674945879
"FILIP1L","SLC4A7",0.255790136752247
"ADAM22","EPCAM",-0.255775290168879
"PDE3A","RAB3B",0.255772875978668
"LGR6","PLCD3",0.255764884337146
"ABCC3","SLC4A8",0.255752286600774
"GAB2","IL2RG",-0.255730023002813
"CCR4","PRRT3",-0.255725808065707
"CLDN3","GPC4",-0.255722852846358
"GRIK1","MAS1L",0.255722074509447
"AQP1","ITGB3",0.255706369520266
"APOBR","GAS7",0.255698501381727
"PCDHB4","RECK",0.255693209943485
"ELN","PLCD3",0.255691776008989
"CX3CR1","GYPC",0.255674787495183
"CST6","GPC3",-0.255666619299705
"ITSN1","SLC22A18",-0.255642182243248
"CMTM7","PIEZO2",-0.255627670626152
"LINGO1","MBP",-0.25561798897955
"MAS1L","TMC5",0.255597689861765
"CLDN3","NOS1",-0.255593199297233
"ALK","NTSR1",0.255589270637029
"MCEMP1","MYO1G",0.25558261624928
"BASP1","ROBO3",0.255581573518349
"ADAM12","ERMN",0.255561872433272
"HCAR3","SLC2A1",0.25550553775094
"ANO1","PLPP1",0.255424897348312
"JAM2","UTRN",0.255370898274016
"AQP1","CLDN19",0.255357284422272
"CMTM7","SEMA6D",-0.255334111600912
"CHRNA2","GUK1",-0.255314536970228
"CLDN19","GFRA2",0.255297544401273
"PSCA","SLC16A7",-0.255277080761261
"PLPPR5","PTPRB",0.255274118958429
"CD99L2","CYBRD1",0.255271793786379
"CCR2","NT5E",0.255261849507174
"ILDR2","UBE2S",-0.255222002635531
"ADAM12","COL17A1",0.255154495818881
"HLA-A","TPRN",0.255150543048615
"DOK3","TXNIP",0.255131169910176
"ADAM33","NTNG1",0.25508679548718
"ADGRL2","PIK3C2G",0.255056209966303
"AMOTL2","SUSD2",0.255037901084316
"CDH2","NTRK2",0.25501847627857
"LHCGR","LRRC46",0.255003804536492
"CLDN9","UTRN",-0.254992153260664
"NTNG1","SLC14A1",0.254979136215422
"CSPG4","NTRK2",0.254977250825631
"ANO2","CX3CL1",-0.254953541015286
"BAIAP2L1","TRAT1",-0.254935598357826
"PLEKHG4","PRIMA1",0.254925823825844
"EFR3B","MAGI1",0.254890364036016
"DNAJC18","SLIT3",0.254870701932674
"EDNRB","TRAT1",0.25484119147139
"GUK1","LOXHD1",-0.254832794933646
"ADAM22","LSMEM2",0.254829124290577
"ESAM","SLC27A1",0.254827815762424
"CST6","EHD2",0.254802297070506
"CX3CL1","PRRT3",-0.254800263237839
"ABCA1","PLXNA4",0.254787910182825
"GFRA2","ITGB3",0.254776881700016
"ADGRA2","ARRDC4",0.254762205206557
"LOXHD1","PRKD1",0.254759790545545
"AADAT","IL2RG",-0.254758051994007
"ITSN1","MAS1L",0.254734044212479
"CSF1","EFNB1",0.254728370103086
"DNAJC18","FBLN7",0.254714266098889
"SERINC2","SRPRB",0.254701288910384
"GRIK1","TREML4",0.254693814681532
"KCNH8","PSCA",-0.25468519295213
"GNB2","PCDHA5",-0.254682639733112
"CEACAM7","FAM171A1",-0.254657992862454
"SLCO1A2","SUSD2",-0.254651539793272
"ATP8A2","SIGLEC7",-0.254644532701707
"CACNA1E","SLC4A7",0.254642183958538
"CA9","LPAR6",-0.254636928013696
"DGKB","IL6ST",0.25460955017027
"CX3CR1","SLC16A7",0.254600409147202
"MYO1G","SRPRB",-0.254589283869076
"RGS19","VANGL1",-0.25458845764726
"FIBCD1","XYLT1",0.25454703344436
"BAIAP2L1","CALCR",-0.254544725073823
"NRXN1","RAMP3",-0.254540699458293
"CCR4","RFTN2",0.254540641159467
"KANK1","MAGI1",0.254526575509239
"B3GALT2","NECTIN4",-0.254520114941441
"PANX2","TGFBR2",-0.254518814965391
"CRB3","ILDR2",-0.254504216244802
"AADAT","CCDC69",-0.25449925531759
"DNAJC18","SLC4A8",0.254495286791905
"PLCD3","SLC4A4",-0.254484633567393
"PTPRG","TMC5",0.254467296501215
"FFAR4","HCAR3",0.254464067979264
"AADAT","IL6ST",-0.254463478929821
"DDIT4L","SLC4A4",0.254460357402913
"CDH8","SHKBP1",-0.254444987596258
"ADRA1B","RFTN2",0.254438826033845
"ITGB3","NECTIN4",-0.254417848781376
"NECTIN4","SLC35G2",-0.254411766296586
"EPCAM","JAM2",-0.25440599981551
"BMX","SLC14A1",0.254403278819176
"LHCGR","USP53",0.254397679768246
"ANO2","CDH8",0.254383692152211
"HCAR3","SLC4A8",0.254367920542235
"COBLL1","SVIL",0.254332188824305
"PANX2","RGS19",0.254330765615309
"CDH2","PTPRB",0.254297133163843
"CRYBG3","ZDHHC2",0.254295722950353
"GNG2","SLC20A1",0.254281437500853
"NT5E","SUSD2",0.254272343449626
"LHCGR","NOS1",0.254269590980431
"CORIN","USP53",0.254261484394821
"JAM2","THBS2",0.25422041396901
"LSMEM2","SLC35G2",0.254205049469821
"EDNRB","GFRA2",0.254195063223302
"MRGPRF","ZBED3",-0.254174146536276
"ITGA7","PTCH2",0.254173808847475
"CRHR2","TMC5",0.254148890328216
"ANO2","SIPA1L3",0.254141871443109
"GAB2","GYPC",-0.254123676192656
"CALCR","SLC5A12",0.25411382936816
"CD99L2","EPS8",0.254086795665924
"RGS19","TNFRSF9",0.254066713058121
"CMTM7","HCAR3",-0.25406248082548
"GPC3","NOS1",0.254054900171928
"CX3CR1","MRGPRF",0.254049293614318
"EPHB2","HCAR3",0.254046244137673
"GPC4","SLC24A2",0.254024637927294
"KLHDC7B","PLAUR",0.254024242439726
"ATP8A2","ITGB3",0.254021655242077
"CDH2","TEK",0.253966383166429
"FCGBP","GNG2",0.253961953783661
"CA9","CST6",0.253955228752172
"B3GALT2","BAIAP2L1",-0.253950386431981
"GALR1","IL6ST",0.253937584080472
"GNB2","SVIL",-0.253936804604805
"ITGA7","PRRT3",0.253926581270116
"FAM171A1","SCUBE3",0.253894277852706
"CDH10","GRIK1",0.253858917353667
"CFL2","SLC16A7",0.253809283363805
"ERBB2","RFTN2",-0.253796699174614
"CXCR2","TEK",0.253788455732343
"FIBCD1","ROBO3",0.253784163350869
"EFR3B","TBC1D30",0.253773231252469
"LOXHD1","SRPRB",-0.253769731445308
"HLA-A","UTRN",-0.253756808940728
"ANKRD35","TGFBR2",-0.253755001027093
"ADGRA2","PCDHB4",0.253753683059614
"BASP1","TEK",0.253745688123945
"CRHR2","UTRN",0.253714083627971
"ADAM33","SLC5A12",0.253710184178365
"CLDN3","SHKBP1",0.253708578057515
"B3GALT2","PRIMA1",-0.253676357726221
"CDH8","THBS2",0.253601874779211
"PANX2","PLCD3",0.253575049622132
"FIBCD1","SAMD4A",0.253574491834494
"PLPP2","RHOJ",-0.253552147286235
"CLDN3","GNG2",-0.253542152165647
"ADRB2","CD99L2",0.253533949696963
"HCAR3","PTPRM",0.253483386531733
"CSPG4","TRO",0.253483161727801
"GPC4","RAB3B",0.253478739641711
"SLC35G2","SLC4A4",0.253454898103143
"NCAM1","PCDHB12",0.253435401203265
"PRKD1","PSCA",-0.253429173362451
"PTPRB","RAB3B",0.253395042256858
"SLC19A1","SLC4A7",-0.253387499172128
"ARHGEF15","GPC3",0.253361212961861
"FZD4","TMC5",0.253360472183216
"EDNRB","PRKD1",0.253355001597026
"KANK3","LOXHD1",0.253340446661078
"ADRB2","CACNA1E",0.253315750997105
"CFL1","CSF1",0.253314949785019
"CSPG4","SLC24A2",0.253284474165008
"CD99L2","RGS19",0.25327438444505
"CCDC69","CD99L2",0.25326816040208
"RHOJ","SLC2A1",-0.253252431999563
"PKP3","SLC4A8",-0.253247899916798
"ERBB2","GABRA2",-0.253188409647316
"B3GALT2","RAMP3",-0.253186288137368
"ANO2","RECK",0.253181437470808
"ADGRA2","SRPRB",-0.253175860582237
"EHBP1","SVIL",0.253142373460563
"SLC27A1","SLCO5A1",-0.253136416909163
"CRB3","TNFRSF9",-0.253125336592388
"EFNB1","FLVCR1",-0.253122690123987
"CSF1","MS4A1",0.253115947771398
"RAMP3","VANGL1",-0.253108525535983
"NOS1","PRKD1",0.253105805822709
"EDA2R","PRKD1",0.25309521027525
"PANX2","PRRT3",0.253092177255314
"HAS1","ITGB3",0.25308383965454
"PANX2","TEK",-0.2530825449051
"PLPP2","RAI2",-0.253073406837676
"ICAM2","TXNIP",0.253072749251065
"ALK","CORIN",0.253051944176877
"MET","TEK",0.25304616748588
"ADGRA2","CLIC5",0.253030672063374
"ADGRL2","DUS1L",-0.253024312311419
"ANKRD35","TNFSF13B",-0.253024158743363
"CD99L2","OXGR1",-0.253012779736638
"CDH8","TEK",0.25301168416111
"GABRA2","NRXN1",0.253006650199235
"CCDC154","SHKBP1",0.252986430268848
"PLEKHG4","TMC5",-0.252981178365825
"EHBP1","VANGL1",0.252976036085646
"CD99L2","TRABD2B",0.252966930445543
"AQP5","MET",-0.252965317637584
"GABRG1","SLC4A7",0.252960647748519
"ERMN","PRKD1",0.25294340584165
"ANO2","SEMA6D",0.252941968408737
"CNR1","GUK1",-0.252926778828367
"PARD3B","PTPRG",0.252901501603817
"MCAM","SUSD2",0.252863380211052
"ADGRL2","LRP1",0.252860876141088
"CD9","PIEZO2",-0.252857576063361
"CRHR2","RECK",0.252850682273189
"B3GALT2","SLC24A2",0.252829053960251
"COBLL1","NT5E",0.25281638045802
"ADGRL2","GPC4",0.252811350348927
"LOXHD1","PANX2",-0.252810032442102
"KLHDC7B","LOXHD1",-0.252806949200152
"AMOTL2","SLC24A2",0.252801826022215
"CHRNA2","LINGO1",-0.252798775244688
"GRIK1","SLC24A2",0.252790901578153
"LGR6","PDE3A",-0.252786218733785
"ANO1","SVIL",0.252784373203463
"JAM2","NECTIN4",-0.252783573499744
"FGFR2","MCEMP1",-0.252753324196033
"ADGRL2","LRCH2",0.252743547425694
"ADGRA2","FIBCD1",0.252732009212753
"CACNA1E","DGKB",0.252727535950922
"CDH2","CRB3",-0.252700184416824
"ADGRD1","RAMP3",0.252694656926293
"SRPRB","TEK",-0.252677768783647
"CRHR2","FILIP1L",0.252664611823106
"ARRDC4","RAI2",0.252648811021535
"NCAM1","SLIT3",0.252629326968638
"CHRM3","ICOS",-0.252627638199644
"EDA2R","PTPRM",0.252584131033143
"FER1L5","SAMD4A",0.252580407516138
"BASP1","DOK3",0.252574396362402
"ERBB2","SERINC2",0.252550981149215
"EDNRB","KANK3",0.252542914982706
"CRYBG3","PLCD3",-0.252536807078002
"BASP1","CDH2",0.252517789722226
"KCNK9","SRCIN1",0.252507134574628
"CD2","RAI2",0.252503383063479
"NCS1","RFTN2",-0.252467901295618
"DDIT4L","GPRIN1",-0.252458918377818
"EDA2R","SVIL",0.252451154669513
"CD248","CX3CR1",0.252436891882631
"ADGRL2","SLIT3",0.252428590838004
"RAB25","SAMD4A",-0.252423194668254
"ADD3","FZD4",0.252423116730184
"IL6ST","SEMA6D",0.252419973614662
"ANKRD35","F2RL3",0.252414083484445
"MUC1","SLC14A1",-0.252407047766284
"RAI2","THBS2",0.252402534827889
"ABCC3","CD48",0.25238688744971
"ANO2","CDH13",0.252382141688594
"ITSN1","PLXNA4",0.252377520931398
"HLA-A","NOS1",-0.252370017745479
"SLC2A1","VANGL1",0.252369859581265
"SCEL","SLC14A1",-0.25235550168368
"MAS1L","PCDHB12",0.252334361282748
"FLVCR1","IL12RB1",-0.252328212744326
"RAMP3","SIPA1L3",-0.252326215422916
"GNB2","PSCA",0.25230510156912
"CX3CL1","SEMA6D",-0.252263440613155
"CHRNA2","LOXHD1",0.25221631856128
"EFR3B","PCDHB12",0.252208255517753
"ABCC3","PTPRM",0.252201826051156
"CYBRD1","LOXHD1",0.252195701363159
"ARHGEF15","SLC14A1",0.252181799122976
"CD99L2","SIGLEC7",0.252125423788291
"ADAM22","ERMN",0.252117811594217
"APBB1","PTCH2",0.252108472888872
"EPS8","TPRN",-0.252107842022949
"PLPP2","RAB3B",-0.2520686566218
"GALR1","SLIT3",0.252055924907039
"JAM2","TRABD2B",0.25204789480627
